转债代码,转债名称,股票代码,股票名称,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌.1,剩余本息,转股价格,转股溢价率,转股价值,距离转股日,剩余年限,回售年限,转债余额,转债成交额,转债换手率,余额/市值,余额/股本,股票市值,P/B,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,老式双低,老式排名,新式双低,新式排名,热门度,日期
113504,艾华转债!,603989,艾华集团,电子,元器件制造,138.203,-1.67%,0.66%,24.25,-1.42%,107.8,20.51,16.90%,118.24,已到,1.36年,回售内,4.63,63,9.80%,4.80%,5.60%,97,3.19,-16.90%,-17.80%,回售内,回售内,100.3,102.84,0.7,AA,3.58%,158.2,195,55.3,133,11,2022/10/21
128035,大族转债!!,2008,大族激光,机械装备制造,专用设备,108.963,-0.03%,0.03%,27.99,0.14%,106.6,51.79,102%,54.05,已到,1.29年,回售内,23,12,0.50%,7.80%,4.20%,294,2.17,-1.70%,-2.65%,回售内,回售内,103,102.55,0.01,AA+,3.08%,163.9,258,60.9,187,19,2022/10/21
110043,无锡转债!,600908,无锡银行,金融,银行行业,118.802,-0.35%,0.00%,5.7,-0.70%,107.3,5.43,13.20%,104.97,已到,1.27年,无权,29.2,20,0.60%,27.50%,28.90%,106,0.75,-7.76%,-8.74%,无权,无权,无权,103.28,0.51,AA+,3.08%,132.6,17,29.4,9,22,2022/10/21
128034,江银转债!,2807,江阴银行,金融,银行行业,119.547,-0.96%,0.25%,4.41,-1.34%,107.3,4.14,12.20%,106.52,已到,1.26年,无权,17.6,32,1.50%,18.40%,19.50%,96,0.75,-8.28%,-9.27%,无权,无权,无权,103.31,0.53,AA+,3.08%,132.6,15,29.3,8,29,2022/10/21
128033,迪龙转债!,2658,雪迪龙,城市公用设施,三废处理,125.807,1.30%,0.39%,8.51,3.40%,107.5,8.26,22.10%,103.03,已到,1.18年,回售内,2.97,226,60.20%,5.50%,5.70%,54,2.18,-12.60%,-13.60%,回售内,回售内,100.25,103.18,0.5,AA,3.58%,148.6,103,45.4,68,39,2022/10/21
113017,吉视转债!,601929,吉视传媒,传媒娱乐,影视娱乐,108.707,0.13%,-0.13%,1.77,0.00%,107.5,2.23,37.00%,79.37,已到,1.18年,回售内,11.3,7.7,0.60%,19.40%,15.40%,58,0.84,-0.95%,-2.14%,回售内,回售内,100.25,103.77,0.13,AA+,3.08%,138,33,34.3,19,66,2022/10/21
128030,天康转债!!,2100,天康生物,农业,畜牧业,235.999,0.94%,-0.77%,9.67,0.21%,109.8,7.4,80.60%,130.68,已到,1.17年,回售内,0.84,37,18.50%,0.60%,0.80%,131,1.86,-45.40%,-46.00%,回售内,回售内,100.3,105.45,0.82,AA,3.58%,341.3,424,235.9,424,10,2022/10/21
128029,太阳转债!!,2078,太阳纸业,造纸包装印刷,造纸行业,149.145,-0.37%,0.12%,11.7,-0.26%,106,8.25,5.20%,141.82,已到,0.17年,回售内,9.09,19,1.40%,2.90%,4.10%,314,1.52,,,回售内,回售内,100.25,105.58,1,AA+,2.44%,156.5,176,50.9,105,8,2022/10/21
123004,铁汉转债!!,300197,节能铁汉,城市公用设施,生态环境建设,108.942,0.39%,-0.30%,2.32,1.75%,107.5,3.82,79.40%,60.73,已到,1年56天,回售内,8.03,11,1.30%,12.30%,7.40%,65,1.06,-1.16%,-2.37%,回售内,回售内,100.25,103.27,0.05,AA,3.58%,157.2,187,53.9,119,50,2022/10/21
128026,众兴转债!!,2772,众兴菌业,农业,种植业,110.86,0.14%,-0.10%,8.34,0.36%,107.8,11.26,49.70%,74.07,已到,1年51天,回售内,4.09,47,10.40%,12.00%,8.90%,34,1.04,-2.46%,-3.70%,回售内,回售内,100.3,101.31,0.11,AA-,5.68%,147.7,94,46.3,77,58,2022/10/21
128025,特一转债!,2728,特一药业,医药,化学制药,126.315,-0.24%,0.61%,12.6,0.88%,107.5,13.15,31.80%,95.82,已到,1年44天,回售内,2.98,13,3.30%,10.70%,10.20%,28,2.48,-13.50%,-14.60%,回售内,回售内,100.25,101.12,0.42,AA-,5.68%,156.8,178,55.7,135,48,2022/10/21
128023,亚太转债!,2284,亚太股份,汽车,零部件制造,116.586,-1.20%,1.07%,7.54,-1.18%,109.8,10.24,58.30%,73.63,已到,1年42天,回售内,9.99,21,1.80%,18.00%,13.20%,56,2.27,-5.30%,-6.82%,回售内,回售内,100.3,105.63,0.11,AA,3.58%,159.5,211,53.9,120,45,2022/10/21
128022,众信转债!,2707,众信旅游,旅游餐饮酒店,旅游,131.399,-0.30%,0.83%,7.22,0.70%,107.5,5.95,8.30%,121.34,已到,1年39天,回售内,4.55,291,48.70%,7.00%,8.40%,65,27.14,-16.70%,-17.80%,回售内,回售内,100.25,96.12,0.75,BBB,10.78%,141.5,51,41.2,47,43,2022/10/21
128021,兄弟转债!!,2562,兄弟科技,医药,原料药,127.581,-1.28%,1.28%,5.44,0.00%,107.5,5.19,21.70%,104.82,已到,1年36天,回售内,2.65,50,14.80%,4.60%,4.80%,58,1.77,-14.60%,-15.60%,回售内,回售内,100.25,103.47,0.06,AA,3.58%,150.3,116,46.9,80,26,2022/10/21
123002,国祯转债!!,300388,节能国祯,城市公用设施,三废处理,114.444,0.28%,-0.24%,6.62,0.30%,107.5,8.24,42.40%,80.34,已到,1年32天,回售内,2.52,3.5,1.20%,5.40%,4.40%,46,1.25,-5.66%,-6.86%,回售内,回售内,100.25,102.22,0.14,AA,3.58%,148.5,102,46.3,76,28,2022/10/21
110038,济川转债!*,600566,济川药业,医药,中药,127.13,1.45%,-0.12%,28.78,1.34%,106,22.67,0.10%,126.95,已到,21天,回售内,5.32,211,31.40%,2.10%,2.60%,257,2.71,,,回售内,回售内,101,105.82,0.99,AA,2.94%,127.3,6,21.5,4,23,2022/10/21
113016,小康转债!!,601127,赛力斯,汽车,零部件制造,310.189,-1.44%,-1.02%,50.96,-2.49%,107.8,20.17,22.80%,252.65,已到,1年14天,回售内,2.06,207,32.00%,0.30%,0.70%,763,5.73,-62.90%,-63.30%,回售内,回售内,100.3,101.88,0.99,AA-,5.68%,367.7,428,265.8,426,31,2022/10/21
128017,金禾转债!!,2597,金禾实业,化工,化工,209.3,-2.88%,1.75%,37.11,-1.17%,107.5,21.33,20.30%,173.98,已到,1年9天,回售内,5.52,52,4.40%,2.70%,4.60%,208,3.2,-47.60%,-48.30%,回售内,回售内,100.25,103.74,0.96,AA,3.58%,244.6,409,140.9,409,9,2022/10/21
113013,国君转债!,601211,国泰君安,金融,证券行业,106.965,-0.03%,0.00%,13.76,-0.36%,105,17.77,38.10%,77.43,已到,0.71年,无权,69.9,137,1.80%,5.70%,4.40%,1226,0.9,-2.59%,-3.91%,无权,无权,无权,103.28,0.1,AAA,2.37%,136.5,28,33.2,16,13,2022/10/21
128015,久其转债!!,2279,久其软件,计算机及应用,软件开发,120.1,-0.58%,1.52%,5.49,1.67%,108,5,9.40%,109.8,已到,0.63年,回售内,7.79,147,15.80%,20.00%,21.90%,39,5.28,-15.60%,-17.60%,回售内,回售内,100.3,103.36,0.56,A,7.27%,130.4,11,27,7,68,2022/10/21
127004,模塑转债!!!,700,模塑科技,汽车,零部件制造,186,-0.82%,0.82%,5.03,0.40%,110,7.24,168%,69.48,已到,0.61年,回售内,1.31,164,66.90%,2.80%,2.00%,46,1.77,-69.80%,-71.60%,回售内,回售内,100.33,100.78,0,AA-,5.17%,302.5,420,201.7,418,24,2022/10/21
128014,永东转债!!,2753,永东股份,化工,化工,113.1,-0.49%,0.38%,8.31,-3.26%,108,11.49,56.40%,72.32,已到,0.48年,回售内,3.37,3.9,1.00%,10.80%,7.80%,31,1.48,-9.11%,-11.90%,回售内,回售内,100.33,105.42,0.03,AA-,5.14%,153.9,145,48.5,93,38,2022/10/21
113011,光大转债,601818,光大银行,金融,银行行业,105.027,-0.07%,0.09%,2.82,0.36%,105,3.35,24.80%,84.18,已到,0.40年,无权,242,122,0.50%,15.90%,13.40%,1524,0.4,-0.06%,-2.44%,无权,无权,无权,104.04,0.06,AAA,2.34%,125.9,5,21.8,5,27,2022/10/21
128100,搜特转债!,2503,搜于特,服装纺织,服装行业,93.43,-1.83%,0.52%,1.21,-2.42%,116.3,1.6,23.5%,75.62,已到,3.38年,1.38年,7.98,25.0,3.3%,21.6%,16.3%,37,-9.03,6.85%,5.91%,6.44%,6.05%,80.84,69.32,0.54,B,16.99%,111.2,2,30.4,14,100,2022-10-24
128062,亚药转债!,2370,亚太药业,医药,化学制药,104.29,-0.60%,-0.43%,4.97,-6.40%,118.3,8.5,78.4%,58.47,已到,2.43年,0.43年,9.62,19.0,1.9%,36.1%,21.1%,27,15.02,5.41%,4.02%,-3.96%,-4.52%,92.30,80.03,0.16,B-,17.78%,150.1,127,57.8,162,91,2022-10-24
113596,城地转债!,603887,城地香江,通信互联,通信设备,95.875,-0.41%,0.41%,6.63,-0.15%,112.5,24.26,251%,27.33,已到,3.76年,1.76年,12.0,19.0,1.7%,40.1%,11.0%,30,0.96,4.44%,3.79%,3.74%,3.43%,87.25,81.97,0.0,A-,8.99%,164.4,282,77.2,335,58,2022-10-24
110072,广汇转债!,600297,广汇汽车,汽车,分销、售,96.904,-0.45%,0.24%,2.13,-1.84%,113.9,4.03,83.3%,52.85,已到,3.81年,1.81年,33.7,21.0,0.6%,19.5%,10.3%,173,0.42,4.40%,3.70%,2.84%,2.59%,96.07,100.87,0.11,AA+,3.29%,141.0,58,40.1,45,92,2022-10-24
113589,天创转债!,603608,天创时尚,服装纺织,鞋服行业,98.311,-0.33%,0.30%,4.02,-1.71%,114.3,12.29,201%,32.71,已到,3.66年,1.66年,6.0,3.6,0.6%,35.5%,11.6%,17,1.23,4.29%,3.54%,2.49%,2.18%,92.65,93.07,0.02,AA-,5.89%,163.9,277,70.8,278,50,2022-10-24
113569,科达转债!,603660,苏州科达,通信互联,物联网,105.626,-0.65%,0.64%,5.51,-0.36%,119.5,14.76,183%,37.33,已到,3.37年,1.37年,5.16,7.6,1.4%,18.9%,7.1%,27,1.72,3.81%,2.76%,-1.74%,-2.09%,94.25,98.95,0.03,AA-,5.89%,173.9,350,75.0,314,44,2022-10-24
123096,思创转债!,300078,思创医惠,通信互联,物联网,105.849,-0.96%,0.35%,4.46,-2.62%,123.6,8.27,96.3%,53.93,已到,4.25年,2.25年,8.17,13.0,1.4%,21.1%,11.4%,39,1.96,3.80%,2.82%,-0.92%,-1.20%,86.11,89.79,0.23,A,7.99%,157.8,203,68.0,255,25,2022-10-24
127047,帝欧转债!,2798,帝欧家居,其他,家居用品,100.489,-0.33%,-0.07%,6.78,-2.02%,120.4,13.34,97.7%,50.82,已到,4.999年,2.999年,15.0,11.0,0.7%,57.5%,29.2%,26,0.67,3.70%,2.97%,0.92%,0.71%,85.85,89.77,0.2,AA-,6.11%,150.2,128,60.4,192,20,2022-10-24
128114,正邦转债!,2157,正邦科技,农业,畜牧业,100.74,-1.58%,0.47%,4.72,-2.68%,114.3,6.08,29.8%,77.63,已到,3.64年,1.64年,13.3,43.0,3.2%,8.9%,6.9%,150,-68.41,3.60%,2.86%,1.13%,0.83%,92.75,93.18,0.41,AA-,5.89%,123.8,4,30.7,15,58,2022-10-24
128138,侨银转债!,2973,侨银股份,城市公用,城市公用,118.327,-0.45%,0.40%,11.45,-1.29%,136.1,25.23,161%,45.38,已到,4年22天,2年22天,4.2,3.3,0.7%,9.0%,4.1%,47,2.67,3.59%,2.17%,-5.67%,-5.99%,91.70,108.45,0.04,AA-,5.89%,191.3,393,82.8,355,32,2022-10-24
123049,维尔转债!,300190,维尔利,城市公用,三废处理,110.198,-0.31%,0.05%,4.19,-1.64%,123.5,7.28,91.5%,57.55,已到,3.46年,1.46年,9.17,4.5,0.4%,28.0%,16.1%,33,0.76,3.43%,2.24%,-3.85%,-4.23%,94.28,101.77,0.16,AA-,5.89%,162.8,264,61.1,200,26,2022-10-24
113578,全筑转债!,603030,全筑股份,建筑,装饰工程,104.602,-0.93%,0.35%,2.88,-3.68%,117.3,5.25,90.7%,54.86,已到,3.48年,1.48年,3.84,18.0,4.5%,23.0%,12.6%,17,3.99,3.41%,2.50%,-1.05%,-1.38%,93.60,96.49,0.16,AA-,5.89%,154.3,164,57.9,163,47,2022-10-24
128127,文科转债!,2775,文科园林,城市公用,生态环境,106.738,-0.63%,-0.33%,3.61,-2.43%,120.0,4.88,44.3%,73.98,已到,3.82年,1.82年,9.49,10.0,1.0%,51.3%,37.9%,19,5.03,3.18%,2.24%,-1.83%,-2.11%,90.08,93.19,0.4,A+,6.99%,139.5,46,46.3,85,75,2022-10-24
123126,瑞丰转债!,300243,瑞丰高材,化工,橡胶塑料,111.73,-1.21%,1.05%,8.51,-1.05%,129.1,17.68,132%,48.13,已到,4.88年,2.88年,3.4,6.7,1.8%,17.2%,8.3%,20,2.32,3.10%,2.09%,-1.68%,-2.06%,86.70,93.82,0.15,A+,6.99%,175.3,356,81.5,348,19,2022-10-24
127018,本钢转债!,761,本钢板材,钢铁,炼钢,114.198,-0.53%,0.44%,3.11,-0.32%,127.2,3.95,45.0%,78.73,已到,3.68年,1.68年,56.3,25.0,0.4%,44.1%,34.7%,128,0.65,3.07%,1.81%,-4.48%,-4.97%,99.37,114.13,0.27,AAA,3.09%,149.7,122,35.5,29,52,2022-10-24
113595,花王转债!,603007,ST花王,城市公用,生态环境,111.088,-2.65%,-1.05%,3.99,-5.00%,124.0,4.48,24.7%,89.06,已到,3.74年,1.74年,3.3,26.0,7.0%,24.8%,22.1%,13,2.98,3.05%,1.93%,-3.95%,-4.24%,77.76,72.09,0.74,B+,15.99%,133.1,18,55.4,147,57,2022-10-24
128108,蓝帆转债!,2382,蓝帆医疗,医药,医疗器械,101.068,-0.82%,0.60%,8.09,-3.69%,112.3,18.24,128%,44.35,已到,3.59年,2.59年,15.2,11.0,0.7%,18.7%,8.3%,81,0.78,3.04%,2.39%,1.29%,0.95%,94.58,98.53,0.06,AA,3.79%,157.8,204,59.3,176,37,2022-10-24
113576,起步转债!,603557,ST起步,服装纺织,鞋服行业,109.226,-1.37%,1.33%,3.4,-3.68%,120.5,10.55,239%,32.23,已到,3.46年,1.46年,2.66,6.8,2.3%,15.8%,5.1%,17,1.49,2.95%,1.90%,-3.33%,-3.73%,86.20,82.31,0.01,BBB-,11.99%,186.2,385,100.0,395,39,2022-10-24
128105,长集转债!,2616,长青集团,城市公用,三废处理,103.64,-1.48%,1.26%,4.73,-1.05%,114.3,7.91,73.3%,59.8,已到,3.45年,1.45年,7.99,14.0,1.7%,22.8%,13.6%,35,1.52,2.94%,2.16%,-0.50%,-0.84%,93.76,94.19,0.21,AA-,5.89%,147.5,102,53.3,128,34,2022-10-24
113042,上银转债!,601229,上海银行,金融,银行行业,107.135,-0.11%,-0.20%,5.76,-1.87%,120.6,10.23,90.3%,56.3,已到,4.25年,无权,200.0,70.0,0.3%,24.4%,13.8%,818,0.43,2.92%,2.04%,无权,无权,无权,106.43,0.16,AAA,3.09%,158.0,206,51.5,115,21,2022-10-24
113056,重银转债!,601963,重庆银行,金融,银行行业,99.567,-0.16%,-0.23%,6.69,-1.47%,115.8,10.89,62.1%,61.43,已到,5.41年,无权,130.0,52.0,0.4%,55.9%,34.4%,232,0.53,2.89%,2.34%,无权,无权,无权,97.43,0.26,AAA,3.31%,137.7,36,40.3,47,16,2022-10-24
113037,紫银转债!,601860,紫金银行,金融,银行行业,103.762,0.06%,-0.54%,2.59,-1.89%,115.0,3.95,58.2%,65.57,已到,3.74年,无权,45.0,16.0,0.4%,47.5%,31.1%,95,0.59,2.85%,2.10%,无权,无权,无权,102.16,0.25,AA+,3.29%,142.0,62,39.8,41,32,2022-10-24
110059,浦发转债!,600000,浦发银行,金融,银行行业,107.837,0.00%,-0.09%,6.81,-1.59%,116.8,13.56,115%,50.22,已到,3年2.6天,无权,500.0,86.0,0.2%,25.0%,12.6%,1999,0.35,2.79%,1.75%,无权,无权,无权,106.93,0.06,AAA,3.09%,165.5,288,58.5,169,46,2022-10-24
127034,绿茵转债!,2887,绿茵生态,城市公用,生态环境,105.1,-0.87%,0.23%,8.17,-1.80%,118.6,12.38,59.3%,65.99,已到,4.51年,2.51年,7.12,7.3,1.0%,27.9%,18.4%,25,1.17,2.77%,2.03%,-0.57%,-0.82%,88.94,92.13,0.36,AA-,5.89%,144.2,75,52.1,117,51,2022-10-24
128063,未来转债!,2631,德尔未来,其他,家居用品,118.118,-0.40%,-0.10%,5.68,-4.54%,126.0,8.61,79.0%,65.97,已到,2.44年,1.44年,6.29,4.0,0.5%,16.8%,11.1%,37,2.17,2.76%,0.95%,-6.26%,-6.98%,97.80,110.56,0.11,AA-,5.68%,170.3,330,59.7,182,36,2022-10-24
128085,鸿达转债!!,2002,鸿达兴业,化工,化工,114.298,-1.20%,-0.19%,3.38,-2.03%,123.8,3.91,32.2%,86.45,已到,3年51天,1年51天,3.37,20.0,5.2%,3.2%,2.8%,106,1.04,2.64%,1.33%,-7.52%,-7.96%,82.51,72.86,0.69,CCC,18.99%,142.2,63,59.6,181,81,2022-10-24
128074,游族转债!!,2174,游族网络,通信互联,互联网,109.919,-0.52%,0.47%,7.65,-2.05%,118.3,16.97,144%,45.08,已到,2.91年,0.91年,6.82,7.7,1.0%,9.7%,4.4%,70,1.39,2.59%,1.47%,-6.89%,-7.19%,98.02,98.57,0.02,AA,3.58%,174.8,355,76.2,328,32,2022-10-24
123056,雪榕转债!,300511,雪榕生物,农业,种植业,109.599,-0.45%,0.89%,6.66,2.78%,120.0,11.09,82.5%,60.05,已到,3.66年,1.66年,5.84,12.0,1.8%,17.4%,10.5%,34,1.77,2.56%,1.59%,-3.40%,-3.70%,92.76,97.73,0.16,AA-,5.89%,159.1,218,61.4,204,31,2022-10-24
113584,家悦转债!,603708,家家悦,商业零售,超市,104.612,-0.28%,0.28%,9.75,-3.37%,114.3,37.53,303%,25.98,已到,3.61年,1.61年,6.45,2.5,0.4%,10.9%,2.8%,59,2.64,2.53%,1.80%,-0.98%,-1.29%,96.27,100.2,0.0,AA,3.79%,183.2,380,83.0,356,26,2022-10-24
123076,强力转债!,300429,强力新材,化工,化工,107.0,0.26%,-0.18%,8.25,1.48%,118.1,18.9,145%,43.65,已到,4年24天,2年24天,8.5,6.9,0.8%,20.0%,8.7%,43,2.29,2.51%,1.71%,-1.52%,-1.81%,91.15,94.08,0.05,AA-,5.89%,170.3,331,76.3,330,28,2022-10-24
113625,江山转债!,603208,江山欧派,其他,家居用品,110.538,-2.70%,1.93%,38.39,-4.26%,123.6,73.53,112%,52.21,已到,4.63年,2.63年,5.83,17.0,2.6%,11.1%,5.8%,52,2.1,2.49%,1.61%,-2.34%,-2.58%,88.36,95.36,0.18,AA-,5.89%,168.9,320,73.5,299,12,2022-10-24
113601,塞力转债!,603716,塞力医疗,医药,医药商业,109.475,-1.31%,0.49%,10.39,-3.62%,120.0,16.98,78.9%,61.19,已到,3.82年,1.82年,5.43,8.4,1.4%,25.7%,15.7%,21,1.46,2.48%,1.55%,-3.07%,-3.35%,91.92,96.85,0.23,AA-,5.89%,157.8,202,60.9,197,46,2022-10-24
113608,威派转债!,603956,威派格,机械装备,专用设备,109.958,-0.58%,0.16%,8.98,-3.44%,121.1,17.72,117%,50.68,已到,4年14天,2年14天,4.2,2.1,0.5%,9.2%,4.7%,46,2.25,2.48%,1.56%,-2.48%,-2.82%,89.87,92.87,0.12,A+,6.99%,169.2,321,76.4,332,15,2022-10-24
128129,青农转债!,2958,青农商行,金融,银行行业,101.915,-0.29%,-0.15%,2.85,-1.72%,111.6,4.22,50.9%,67.54,已到,3.83年,无权,50.0,31.0,0.6%,31.6%,21.3%,158,0.53,2.44%,1.86%,无权,无权,无权,99.5,0.26,AAA,3.09%,136.3,31,36.8,32,35,2022-10-24
113624,正川转债!,603976,正川股份,医药,医药行业,108.962,-0.98%,0.53%,21.81,-3.20%,121.1,46.38,132%,47.02,已到,4.51年,2.51年,4.05,5.2,1.2%,12.3%,5.8%,33,2.9,2.43%,1.60%,-1.71%,-2.00%,87.08,89.99,0.14,A+,6.99%,170.9,334,80.9,347,30,2022-10-24
127024,盈峰转债!,967,盈峰环境,机械装备,专用设备,106.245,-1.12%,1.04%,4.74,-0.84%,116.6,8.09,81.3%,58.59,已到,4年9天,2年9天,14.8,2.3,0.1%,9.8%,5.7%,151,0.9,2.39%,1.63%,-1.37%,-1.64%,96.10,102.62,0.1,AA+,3.29%,153.9,162,51.3,113,12,2022-10-24
128118,瀛通转债!,2861,瀛通通讯,电子,电子产品,111.291,-0.78%,0.66%,10.34,-1.15%,121.0,21.35,130%,48.43,已到,3.68年,1.68年,3.0,2.0,0.6%,18.6%,9.0%,16,1.6,2.35%,1.35%,-3.87%,-4.22%,93.18,98.5,0.11,AA-,5.89%,174.2,352,75.6,322,34,2022-10-24
113606,荣泰转债!,603579,荣泰健康,机械装备,专用设备,110.206,-0.86%,0.39%,19.32,-2.08%,120.7,32.15,83.4%,60.09,已到,4年4.6天,2年4.6天,6.0,3.4,0.5%,22.2%,13.3%,27,1.56,2.35%,1.44%,-2.82%,-3.13%,91.61,96.49,0.23,AA-,5.89%,160.3,242,63.8,225,16,2022-10-24
113021,中信转债!,601998,中信银行,金融,银行行业,110.52,-0.02%,-0.22%,4.55,-1.52%,116.5,6.43,56.2%,70.76,已到,2.36年,无权,400.0,25.0,0.1%,18.0%,12.7%,2227,0.43,2.33%,1.05%,无权,无权,无权,109.18,0.16,AAA,2.88%,150.3,130,41.1,52,34,2022-10-24
113604,多伦转债!,603528,多伦科技,计算机及,软件开发,106.728,-0.70%,0.82%,6.6,0.46%,116.3,10.4,68.2%,63.46,已到,3.97年,1.97年,6.4,15.0,2.2%,15.5%,9.9%,41,2.78,2.23%,1.48%,-1.75%,-2.00%,91.05,93.06,0.28,AA-,5.89%,150.0,125,56.9,158,26,2022-10-24
123099,普利转债!,300630,普利制药,医药,化学制药,112.302,-0.44%,-0.32%,25.81,-3.87%,123.1,45.84,99.5%,56.3,已到,4.29年,2.29年,8.5,8.1,0.9%,7.5%,4.2%,113,4.41,2.21%,1.28%,-3.32%,-3.58%,89.99,96.79,0.2,AA-,5.89%,168.3,312,71.5,284,11,2022-10-24
128125,华阳转债!,2949,华阳国际,建筑,建筑工程,108.56,-0.72%,0.51%,12.63,-1.71%,117.5,25.09,116%,50.34,已到,3.76年,1.76年,4.5,2.3,0.5%,18.2%,9.1%,25,1.87,2.17%,1.33%,-2.79%,-3.06%,92.16,95.14,0.12,AA-,5.89%,166.8,297,71.6,285,19,2022-10-24
123113,仙乐转债!,300791,仙乐健康,食品饮料,食品饮料,107.49,-0.98%,0.66%,26.42,-2.65%,118.1,56.42,130%,46.83,已到,4.48年,2.48年,10.2,5.6,0.5%,21.5%,10.1%,48,1.99,2.17%,1.44%,-1.45%,-1.70%,89.02,91.88,0.12,AA-,5.89%,168.2,309,76.3,331,11,2022-10-24
113573,纵横转债!,603602,纵横通信,通信互联,通信设备,114.965,-0.99%,0.55%,10.87,-2.95%,123.5,18.75,98.3%,57.97,已到,3.48年,1.48年,2.7,5.0,1.6%,12.2%,7.1%,22,3.03,2.13%,0.97%,-6.29%,-6.66%,92.65,98.21,0.15,A+,6.99%,172.0,339,73.7,301,36,2022-10-24
123128,首华转债!,300483,首华燃气,石油天然,天然气,103.88,-0.40%,-0.05%,13.16,-2.30%,115.1,25.02,97.5%,52.6,已到,5年6.6天,3年6.6天,13.8,12.0,0.8%,39.0%,20.5%,35,1.24,2.11%,1.55%,-0.08%,-0.30%,91.53,94.88,0.19,AA,4.01%,155.2,170,60.3,189,22,2022-10-24
123104,卫宁转债!,300253,卫宁健康,计算机及,软件开发,114.092,-1.82%,1.55%,8.3,-3.60%,124.8,17.72,144%,46.84,已到,4.39年,2.39年,9.7,7.6,0.7%,5.4%,2.5%,178,3.64,2.10%,1.14%,-3.84%,-4.08%,94.02,106.33,0.08,AA,3.79%,181.3,374,75.0,317,10,2022-10-24
123106,正丹转债!,300641,正丹股份,化工,化工,114.521,-0.70%,0.36%,5.32,-0.93%,125.1,7.45,60.4%,71.41,已到,4.41年,2.41年,3.2,3.0,0.8%,12.3%,8.8%,26,1.74,2.06%,1.10%,-3.91%,-4.15%,89.38,97.69,0.37,AA-,5.89%,157.6,199,59.9,184,26,2022-10-24
127061,美锦转债!,723,美锦能源,煤炭,焦化,110.71,-0.83%,-0.03%,9.36,-1.99%,123.6,12.93,52.9%,72.39,1.0天,5.48年,3.48年,35.9,37.0,0.9%,8.9%,6.4%,405,3.08,2.06%,1.33%,-1.83%,-2.02%,83.51,89.8,0.43,AA-,6.11%,149.0,113,59.2,174,11,2022-10-24
127041,弘亚转债!,2833,弘亚数控,机械装备,专用设备,110.157,-1.01%,0.78%,14.78,-1.34%,118.25,26.84,100%,55.07,已到,3.71年,1.71年,6.0,6.6,1.0%,9.6%,5.3%,63,2.88,1.95%,1.08%,-4.03%,-4.22%,91.65,95.91,0.17,AA-,5.89%,165.2,286,69.3,266,10,2022-10-24
113033,利群转债!,601366,利群股份,商业零售,商场,107.15,-1.60%,0.97%,5.8,-1.69%,114.3,6.9,27.5%,84.06,已到,3.43年,1.43年,18.0,50.0,2.6%,36.5%,30.7%,49,1.21,1.94%,1.17%,-2.57%,-2.90%,96.91,100.87,0.37,AA,3.79%,130.2,13,29.4,11,70,2022-10-24
113610,灵康转债!,603669,灵康药业,医药,化学制药,111.946,-1.29%,0.20%,5.57,-3.80%,120.7,8.51,71.0%,65.45,已到,4年36天,2年36天,4.58,2.3,0.4%,11.4%,7.5%,40,3.09,1.90%,1.01%,-3.39%,-3.68%,91.16,96.0,0.29,AA-,5.89%,158.4,209,62.4,214,33,2022-10-24
128124,科华转债!,2022,*ST 科华,医药,生物制药,102.188,-1.74%,1.18%,13.11,-2.31%,109.5,21.24,65.6%,61.72,已到,3.76年,1.76年,7.38,30.0,3.9%,10.9%,6.8%,67,1.86,1.89%,1.40%,0.03%,-0.20%,89.86,85.32,0.24,A+,6.99%,142.7,68,52.8,123,44,2022-10-24
123093,金陵转债!,300651,金陵体育,其他,文化教育,119.38,-1.89%,1.69%,23.13,-1.57%,128.8,49.09,153%,47.12,已到,4.23年,2.23年,2.5,71.0,23.5%,8.4%,4.0%,30,4.29,1.87%,0.74%,-4.94%,-5.37%,90.26,97.7,0.13,A+,6.99%,191.6,394,93.9,387,22,2022-10-24
113052,兴业转债!,601166,兴业银行,金融,银行行业,104.169,-1.06%,-0.09%,15.3,-4.32%,114.4,24.48,66.7%,62.5,已到,5.17年,无权,500.0,149.0,0.3%,15.7%,9.8%,3178,0.52,1.86%,1.35%,无权,无权,无权,96.98,0.27,AAA,3.31%,145.8,86,48.9,100,15,2022-10-24
113530,大丰转债!,603081,大丰实业,建筑,装饰工程,115.08,-0.43%,0.35%,10.64,-0.93%,120.0,16.1,74.1%,66.09,已到,2.42年,0.42年,6.3,5.2,0.7%,14.5%,9.6%,44,1.7,1.78%,0.34%,-20.6%,-21.2%,99.85,110.4,0.08,AA,3.58%,164.1,279,53.7,132,28,2022-10-24
113593,沪工转债!,603131,上海沪工,机械装备,通用设备,113.15,-0.58%,0.60%,12.21,0.08%,120.6,21.1,95.5%,57.87,已到,3.73年,1.73年,4.0,4.7,1.0%,10.3%,6.0%,39,2.78,1.76%,0.79%,-4.56%,-4.91%,91.22,94.28,0.22,A+,6.99%,168.4,314,74.2,304,17,2022-10-24
127051,博杰转债!,2975,博杰股份,机械装备,机器人及,111.144,-0.69%,0.55%,36.37,-0.49%,121.1,61.85,89.0%,58.8,已到,5年22天,4年22天,5.26,12.0,2.0%,10.4%,6.1%,51,3.39,1.75%,1.02%,-1.00%,-1.29%,83.35,90.32,0.29,AA-,6.11%,163.5,273,73.2,294,16,2022-10-24
