转债代码,转债名称,股票代码,股票名称,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌.1,剩余本息,转股价格,转股溢价率,转股价值,距离转股日,剩余年限,回售年限,转债余额,转债成交额,转债换手率,余额/市值,余额/股本,股票市值,P/B,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,老式双低,老式排名,新式双低,新式排名,热门度,日期
127056,中特转债!,708,中信特钢,钢铁,炼钢,112.75,0.24%,-0.12%,16.52,0.36%,110.4,24.2,65.20%,68.26,已到,5.34年,3.34年,50,6.4,0.10%,6.00%,4.10%,834,2.57,-0.40%,-0.76%,-2.54%,-2.70%,91.98,92.99,0.34,AAA,3.32%,157.2,188,64.2,218,6,2022/10/21
113054,绿动转债!,601330,绿色动力,城市公用设施,三废处理,108.305,-0.28%,0.49%,6.84,0.59%,113.5,9.72,53.90%,70.37,已到,5.34年,3.34年,23.6,5,0.20%,24.80%,17.40%,95,1.41,0.89%,0.43%,-1.43%,-1.59%,91.3,94.62,0.35,AA+,3.52%,146.2,82,51.6,109,12,2022/10/21
110085,通22转债!,600438,通威股份,能源电力,太阳能,129.373,-0.05%,-0.28%,47.01,-0.51%,113.5,38.36,5.60%,122.55,已到,5.34年,3.34年,120,440,2.80%,5.70%,6.90%,2116,4.68,-2.46%,-2.89%,-6.33%,-6.47%,91.3,94.63,0.66,AA+,3.52%,136.2,26,41.6,51,12,2022/10/21
113641,华友转债!,603799,华友钴业,有色金属,有色行业,118.513,-1.35%,0.67%,58.28,-1.97%,112.5,84.25,71.30%,69.18,已到,5.34年,3.34年,76,46,0.50%,8.20%,5.60%,931,4.24,-0.99%,-1.40%,-3.94%,-4.10%,91.3,93.8,0.35,AA+,3.52%,167.9,299,74.1,290,9,2022/10/21
127055,精装转债!,2989,中天精装,建筑,装饰工程,113.35,0.13%,-0.03%,14.23,0.21%,120.3,19.1,52.10%,74.5,已到,5.34年,3.34年,5.77,16,2.50%,22.30%,16.60%,26,1.57,1.14%,0.48%,-2.55%,-2.74%,84.34,88.17,0.47,AA-,6.12%,152.2,133,64,212,13,2022/10/21
113640,苏利转债!,603585,苏利股份,化工,农化,120.118,0.42%,1.12%,20.52,2.55%,120.5,19.71,15.40%,104.11,已到,5.32年,3.32年,9.57,90,7.80%,25.90%,27.00%,37,1.58,0.06%,-0.60%,-4.13%,-4.33%,84.61,88.44,0.6,AA-,6.12%,136.1,25,47.7,83,8,2022/10/21
127054,双箭转债!,2381,双箭股份,化工,橡胶塑料,115.126,-0.67%,0.53%,5.85,-0.34%,117.1,7.71,51.70%,75.88,已到,5.31年,3.31年,5.14,2.4,0.40%,21.30%,16.20%,24,1.28,0.33%,-0.24%,-3.02%,-3.21%,90.47,95.39,0.41,AA,4.02%,154.4,154,59,165,8,2022/10/21
118005,天奈转债!,688116,天奈科技,化工,化工,119.517,1.07%,0.05%,99.9,2.89%,115.1,153.6,83.80%,65.04,已到,5.26年,3.26年,8.3,35,3.60%,3.60%,2.30%,232,10.59,-0.73%,-1.23%,-4.11%,-4.30%,84.67,84.73,0.39,AA-,6.12%,174,344,89.3,374,5,2022/10/21
127053,豪美转债!,2988,豪美新材,有色金属,铝金属,115.784,-0.27%,0.41%,14.16,0.35%,124,21.29,74.10%,66.51,已到,5.26年,3.26年,8.24,13,1.40%,25.00%,16.60%,33,1.49,1.34%,0.56%,-3.14%,-3.35%,84.98,91.34,0.38,AA-,6.12%,165.1,276,73.7,288,10,2022/10/21
113639,华正转债!,603186,华正新材,电子,元器件制造,110.39,0.00%,-0.33%,21.22,-1.44%,112.5,38.59,101%,54.99,已到,5.26年,3.26年,5.7,6.5,1.00%,18.90%,10.40%,30,1.82,0.37%,-0.07%,-2.01%,-2.18%,91.57,94.07,0.23,AA+,3.52%,165.8,281,71.7,271,13,2022/10/21
123136,城市转债!,300778,新城市,建筑,建筑工程,122.74,-0.55%,-1.06%,13.38,-3.25%,120.7,17.44,60.00%,76.72,已到,5.25年,3.25年,4.6,219,38.70%,22.70%,17.50%,20,1.95,-0.32%,-0.99%,-4.88%,-5.06%,84.75,88.92,0.49,AA-,6.12%,168.8,306,79.8,340,11,2022/10/21
113053,隆22转债!,601012,隆基绿能,能源电力,太阳能,123.42,-0.64%,0.91%,47.5,0.68%,111.2,58.84,52.90%,80.73,已到,5.20年,3.20年,70,56,0.60%,1.90%,1.60%,3601,6.82,-2.01%,-2.40%,-5.29%,-5.44%,92.22,94.08,0.41,AAA,3.32%,166.1,284,72,276,14,2022/10/21
118004,博瑞转债!,688166,博瑞医药,医药,原料药,112.597,-0.28%,0.28%,20,0.00%,121,35.56,100%,56.24,已到,5.20年,3.20年,4.65,3.5,0.70%,5.70%,3.20%,82,4.56,1.42%,0.72%,-2.38%,-2.59%,85.27,89.45,0.26,AA-,6.12%,169,308,79.5,338,17,2022/10/21
113638,台21转债!,603055,台华新材,服装纺织,纺织行业,114.87,1.00%,-1.30%,9.41,-1.47%,117.1,16.7,104%,56.35,已到,5.18年,3.18年,6,6.3,0.90%,7.30%,4.10%,82,2.16,0.38%,-0.20%,-3.06%,-3.26%,90.9,95.84,0.2,AA,4.02%,173.4,339,77.6,330,7,2022/10/21
123135,泰林转债!,300813,泰林生物,医药,医疗器械,172.3,-1.52%,0.18%,38.65,-2.94%,121.5,54.43,143%,71.01,已到,5.18年,3.18年,2.1,376,104%,6.50%,4.60%,32,6.24,-6.66%,-7.29%,-13.60%,-13.80%,83.16,85.48,0.46,A+,7.22%,273.6,415,188.1,416,10,2022/10/21
123134,卡倍转债!,300863,卡倍亿,汽车,零部件制造,158.306,0.13%,-0.11%,85.98,0.03%,121,75.7,39.40%,113.58,已到,5.18年,3.18年,2.79,302,68.40%,5.90%,6.70%,47,6.97,-5.15%,-5.79%,-11.70%,-11.80%,82.52,85.02,0.65,A+,7.22%,203,398,118,403,11,2022/10/21
110084,贵燃转债!,600903,贵州燃气,石油天然气,天然气,123.035,-0.27%,-0.67%,7.95,-1.49%,115.1,7.18,11.10%,110.72,已到,5.18年,3.18年,9.99,56,4.60%,11.00%,12.20%,90,3.36,-1.30%,-1.81%,-5.05%,-5.24%,90.92,94.23,0.63,AA,4.02%,135.3,20,41.1,46,19,2022/10/21
113052,兴业转债!,601166,兴业银行,金融,银行行业,105.283,-0.25%,0.08%,15.99,-0.62%,114.4,24.48,61.20%,65.32,已到,5.18年,无权,500,102,0.20%,15.10%,9.80%,3322,0.54,1.65%,1.13%,无权,无权,无权,96.91,0.28,AAA,3.32%,145.2,77,48.3,92,15,2022/10/21
127052,西子转债!,2534,西子洁能,机械装备制造,通用设备,127.19,0.29%,0.65%,18.15,1.74%,115.1,18.8,31.70%,96.54,已到,5.17年,3.17年,11.1,38,2.70%,8.30%,8.00%,134,3.87,-1.95%,-2.45%,-6.01%,-6.20%,90.95,94.26,0.54,AA,4.02%,157.8,193,63.6,208,8,2022/10/21
113637,华翔转债,603112,华翔股份,机械装备制造,专用设备,124.678,-0.16%,-0.67%,13.25,-1.34%,121,12.75,20.00%,103.92,已到,5.17年,3.17年,8,47,4.70%,13.80%,14.30%,58,2.66,-0.59%,-1.28%,-5.37%,-5.58%,85.45,89.64,0.62,AA-,6.12%,145.4,80,55.8,137,5,2022/10/21
123133,佩蒂转债!,300673,佩蒂股份,食品饮料,食品加工,131.86,-1.22%,1.32%,21.27,0.14%,120.5,17.83,10.50%,119.29,已到,5.17年,3.17年,7.2,106,11.30%,13.40%,15.90%,54,3.17,-1.76%,-2.42%,-6.99%,-7.18%,85.39,89.25,0.68,AA-,6.12%,144.4,69,55.2,130,9,2022/10/21
123132,回盛转债!,300871,回盛生物,医药,医药行业,124.48,-1.21%,-0.73%,25.5,-3.63%,121,28,36.70%,91.07,已到,5年55天,3年55天,7,132,15.10%,16.50%,15.10%,42,2.99,-0.56%,-1.25%,-5.35%,-5.55%,85.52,89.72,0.53,AA-,6.12%,157.9,194,68.2,242,8,2022/10/21
113636,甬金转债,603995,甬金股份,钢铁,钢铁行业,121.066,-1.29%,-0.32%,27.14,-3.72%,120.6,36.05,60.80%,75.28,已到,5年51天,3年51天,10,43,3.50%,10.90%,8.20%,92,2.45,-0.08%,-0.76%,-4.66%,-4.85%,85.21,89.41,0.43,AA-,6.12%,166.8,290,77.4,328,4,2022/10/21
111002,特纸转债!,605007,五洲特纸,造纸包装印刷,包装用纸,130.095,1.41%,-1.27%,14.81,0.27%,117.1,14.7,29.10%,100.75,已到,5年46天,3年46天,6.7,13,1.60%,11.30%,11.40%,59,2.89,-2.07%,-2.64%,-6.74%,-6.92%,91.11,96.06,0.55,AA,4.02%,159.4,209,63.4,207,7,2022/10/21
113634,珀莱转债,603605,珀莱雅,化工,日化,143.696,-0.57%,-0.35%,170.6,-1.36%,120.1,138.92,17.00%,122.8,已到,5年46天,3年46天,7.51,40,3.80%,1.60%,1.90%,484,16.51,-3.50%,-4.14%,-9.53%,-9.71%,91.11,98.51,0.67,AA,4.02%,164.6,270,66.1,230,11,2022/10/21
123131,奥飞转债!,300738,奥飞数据,通信互联网,通信设备及工程,117.974,-0.26%,0.10%,8.75,-0.34%,121.7,12.17,64.10%,71.9,已到,5年41天,3年41天,6.35,1.5,0.20%,10.50%,7.60%,60,3.97,0.63%,-0.10%,-3.64%,-3.89%,83.51,86.02,0.47,A+,7.22%,164,263,78,335,8,2022/10/21
113633,科沃转债!,603486,科沃斯,机械装备制造,机器人及工业自动化,109.995,-0.11%,0.14%,67.51,0.24%,115.1,177.08,189%,38.12,已到,5年38天,3年38天,10.4,3.8,0.30%,2.70%,1.00%,387,7.01,0.91%,0.37%,-1.83%,-2.04%,91.18,94.51,0.1,AA,4.02%,181.9,371,87.4,369,15,2022/10/21
118003,华兴转债!,688001,华兴源创,机械装备制造,专用设备,130.43,0.73%,-0.34%,29.09,0.76%,115.1,30.76,37.90%,94.57,已到,5年37天,3年37天,8,15,1.50%,6.20%,5.90%,128,3.52,-2.47%,-2.97%,-6.86%,-7.05%,91.19,94.52,0.52,AA,4.02%,166.3,287,71.8,273,6,2022/10/21
127051,博杰转债!,2975,博杰股份,机械装备制造,机器人及工业自动化,111.918,-0.07%,0.15%,36.55,0.27%,121.1,61.85,89.40%,59.09,已到,5年25天,4年25天,5.26,6.1,1.00%,10.30%,6.10%,51,3.4,1.60%,0.88%,-1.16%,-1.45%,83.28,90.24,0.29,AA-,6.12%,164.7,273,74.5,294,16,2022/10/21
113632,鹤21转债,603733,仙鹤股份,造纸包装印刷,造纸行业,120.508,0.16%,0.19%,22.51,0.81%,117.1,27.23,45.80%,82.67,已到,5年25天,3年25天,20.5,25,1.00%,12.90%,10.70%,159,2.54,-0.58%,-1.16%,-4.60%,-4.80%,91.31,96.28,0.43,AA,4.02%,158.3,198,62.1,196,5,2022/10/21
127050,麒麟转债!,2984,森麒麟,汽车,零部件制造,125.788,0.86%,-0.72%,25.51,0.43%,115.1,34.68,71.00%,73.56,已到,5年19天,3年19天,22,20,0.70%,13.30%,9.80%,166,2.43,-1.78%,-2.29%,-5.90%,-6.09%,91.37,94.7,0.34,AA,4.02%,178,358,83.3,348,5,2022/10/21
110083,苏租转债,600901,江苏租赁,金融,其他,118.651,0.48%,-0.17%,4.96,0.61%,110.5,5.07,21.30%,97.83,已到,5年19天,无权,50,10,0.20%,33.70%,33.00%,148,1.03,-1.42%,-1.79%,无权,无权,无权,93.91,0.52,AAA,3.32%,139.5,42,45.6,70,9,2022/10/21
123130,设研转债,300732,设研院,建筑,建筑工程,124.14,0.11%,-0.35%,9.32,-0.43%,117.1,9.26,23.30%,100.65,已到,5年19天,3年19天,3.76,50,10.70%,12.40%,12.50%,30,1.13,-1.17%,-1.75%,-5.51%,-5.71%,91.37,96.34,0.55,AA,4.02%,147.6,93,51.3,108,11,2022/10/21
111001,山玻转债!,605006,山东玻纤,其他,非金属矿物制品,115.223,-0.30%,-0.05%,8.81,-0.79%,120.1,11.5,50.40%,76.61,已到,5年16天,3年16天,6,1.7,0.20%,11.30%,8.70%,53,2.08,0.84%,0.15%,-3.28%,-3.49%,85.78,89.54,0.43,AA-,6.12%,153.8,144,64.3,219,9,2022/10/21
113631,皖天转债,603689,皖天然气,石油天然气,天然气,116.001,-0.43%,0.10%,7.29,-0.68%,114.5,7.81,24.30%,93.34,已到,5年16天,3年16天,9.3,22,2.00%,27.10%,25.30%,34,1.33,-0.26%,-0.77%,-3.65%,-3.83%,92.24,96.44,0.49,AA+,3.52%,138.7,37,42.2,55,12,2022/10/21
123129,锦鸡转债!,300798,锦鸡股份,化工,其他,113.59,-0.18%,0.26%,6.39,0.16%,117.8,7.97,41.70%,80.18,已到,5年12天,3年12天,6,2.4,0.40%,22.50%,18.00%,27,2.1,0.74%,0.12%,-2.78%,-3.00%,86.1,87.97,0.5,AA-,6.12%,147,88,59,166,15,2022/10/21
127049,希望转2,876,新 希 望,农业,畜牧业,120.59,-0.17%,-0.12%,14.17,-0.56%,111.2,14.4,22.50%,98.4,已到,5年10天,3年10天,81.4,43,0.40%,12.70%,12.50%,643,2.72,-1.62%,-2.02%,-4.88%,-5.04%,92.75,94.62,0.51,AAA,3.32%,142.8,57,48.2,88,13,2022/10/21
123128,首华转债!,300483,首华燃气,石油天然气,天然气,104.3,-0.47%,-0.04%,13.47,-2.53%,115.1,25.02,93.70%,53.84,已到,5年9天,3年9天,13.8,15,1.00%,38.10%,20.50%,36,1.27,2.02%,1.47%,-0.21%,-0.43%,91.47,94.8,0.2,AA,4.02%,154.8,156,60,176,22,2022/10/21
123127,耐普转债!,300818,耐普矿机,机械装备制造,专用设备,118.6,-0.63%,0.65%,31.13,0.03%,116.2,37,41.00%,84.14,已到,5年6.4天,3年6.4天,4,7.1,1.50%,18.40%,15.40%,22,1.91,-0.42%,-0.98%,-4.00%,-4.24%,83.76,82.64,0.55,A+,7.22%,153.1,140,69.3,253,14,2022/10/21
110082,宏发转债!,600885,宏发股份,能源电力,电力设备,115.882,-0.46%,0.23%,35.01,-0.77%,117.1,51.32,69.90%,68.22,已到,5年5.4天,3年5.4天,20,5.3,0.20%,5.50%,3.70%,365,5.61,0.21%,-0.39%,-3.49%,-3.70%,91.51,96.49,0.31,AA,4.02%,163.5,253,67.1,237,7,2022/10/21
127047,帝欧转债!,2798,帝欧家居,其他,家居用品,100.82,0.11%,-0.19%,6.92,-0.43%,120.4,13.34,94.40%,51.87,已到,5年2.4天,3年2.4天,15,5.2,0.30%,56.30%,29.20%,27,0.69,3.69%,2.95%,0.91%,0.68%,86.08,89.99,0.2,AA-,6.12%,149.8,111,59.8,172,19,2022/10/21
127046,百润转债!,2568,百润股份,食品饮料,葡萄酒洋酒,115.798,-0.17%,0.17%,30.13,0.03%,114.8,47.44,82.30%,63.51,已到,4.94年,2.94年,11.3,8.8,0.70%,3.60%,2.30%,316,9.34,-0.18%,-0.71%,-3.64%,-3.83%,92.12,95.86,0.25,AA,3.79%,168.1,302,72.2,278,10,2022/10/21
113629,泉峰转债!!,603982,泉峰汽车,汽车,零部件制造,133.232,-0.43%,-0.61%,24.03,-1.76%,120.6,22.98,27.40%,104.57,已到,4.89年,2.89年,6.19,116,14.00%,12.80%,13.40%,48,2.95,-2.05%,-2.75%,-7.97%,-8.16%,87.01,91.65,0.59,AA-,5.89%,161.9,236,70.2,260,11,2022/10/21
123126,瑞丰转债!,300243,瑞丰高材,化工,橡胶塑料,113.098,0.09%,-0.22%,8.6,-0.81%,129.1,17.68,133%,48.64,已到,4.88年,2.88年,3.4,1.8,0.50%,17.00%,8.30%,20,2.34,2.83%,1.83%,-2.07%,-2.44%,86.65,93.78,0.16,A+,6.99%,177.6,356,83.8,353,19,2022/10/21
123125,元力转债!,300174,元力股份,化工,化工,131.668,1.04%,0.69%,18.83,2.56%,109.2,17.51,22.40%,107.54,已到,4.87年,2.87年,9,54,4.60%,15.30%,16.50%,59,3.16,-3.82%,-4.15%,-7.88%,-8.04%,86.39,83,0.67,AA-,5.89%,155.8,168,69.4,254,8,2022/10/21
113628,晨丰转债!,603685,晨丰科技,能源电力,电力设备,113.017,0.73%,-0.40%,10.04,0.60%,121.2,12.94,45.70%,77.59,已到,4.83年,2.83年,4.15,9.1,1.90%,24.50%,19.00%,17,1.51,1.49%,0.72%,-2.72%,-2.97%,82.85,84.3,0.55,A,7.99%,148.4,99,64.1,217,28,2022/10/21
123124,晶瑞转2!,300655,晶瑞电材,电子,电子行业,111.177,-0.75%,0.11%,15.13,-2.70%,111,29.64,118%,51.05,已到,4.81年,2.81年,5.23,5.9,1.00%,5.90%,3.00%,89,4.93,-0.03%,-0.45%,-2.70%,-2.85%,83.87,80.56,0.24,A+,6.99%,171.3,323,87.4,370,14,2022/10/21
127044,蒙娜转债!,2918,蒙娜丽莎,建筑,其他建材,109.85,0.32%,-0.46%,14.88,-0.80%,116.8,26.63,96.60%,55.88,已到,4.81年,2.81年,11.7,9.4,0.70%,18.70%,10.50%,62,2.12,1.31%,0.68%,-2.05%,-2.26%,92.54,97.97,0.17,AA,3.79%,163.8,256,65.9,228,11,2022/10/21
127045,牧原转债,2714,牧原股份,农业,畜牧业,127.8,-1.18%,1.06%,55.92,-0.20%,110.9,47.46,8.50%,117.83,已到,4.81年,2.81年,95.4,248,2.00%,3.20%,3.80%,2976,6.69,-2.94%,-3.34%,-7.12%,-7.28%,93.26,95.12,0.62,AA+,3.29%,137.8,32,42.7,57,12,2022/10/21
127043,川恒转债!,2895,川恒股份,化工,农化,135,-0.73%,0.81%,23.13,0.13%,120.6,20.7,20.80%,111.74,已到,4.80年,2.80年,10.4,44,3.10%,9.00%,10.10%,116,3.08,-2.36%,-3.07%,-8.61%,-8.81%,87.46,92.12,0.62,AA-,5.89%,158.3,197,66.1,232,10,2022/10/21
123123,江丰转债!!,300666,江丰电子,电子,电子行业,174,-2.25%,0.06%,87.5,-2.75%,121.1,53.59,6.60%,163.28,已到,4.80年,2.80年,5.15,934,104%,2.30%,3.80%,224,11.94,-7.40%,-8.07%,-10.40%,-10.50%,85.27,88.18,0.8,A+,6.99%,184.7,377,96.5,384,10,2022/10/21
127042,嘉美转债!,2969,嘉美包装,造纸包装印刷,包装材料,111.775,-1.33%,-0.36%,3.89,-4.19%,116.8,4.86,39.60%,80.04,已到,4.80年,2.80年,7.5,20,2.30%,20.00%,16.00%,37,1.66,0.94%,0.31%,-2.64%,-2.85%,92.6,98.04,0.4,AA,3.79%,143.5,65,45.5,69,23,2022/10/21
123122,富瀚转债!,300613,富瀚微,电子,芯片制造,115.911,-0.60%,-0.38%,54.6,-3.19%,120,92.77,96.90%,58.86,已到,4.79年,2.79年,5.81,9.3,1.40%,4.60%,2.70%,125,6.29,0.74%,0.02%,-3.84%,-4.04%,84.77,87.37,0.31,A+,6.99%,173,335,85.6,361,14,2022/10/21
123121,帝尔转债!!,300776,帝尔激光,机械装备制造,专用设备,168,-1.71%,0.82%,169.14,-1.20%,120.6,119.68,18.90%,141.33,已到,4.78年,2.78年,8.31,196,14.00%,2.90%,4.10%,288,12.48,-6.81%,-7.47%,-14.90%,-10.10%,87.56,92.22,0.74,AA-,5.89%,194.7,392,102.5,394,8,2022/10/21
123120,隆华转债,300263,隆华科技,机械装备制造,通用设备,130,0.46%,-0.83%,7.48,-0.66%,120.7,7.75,34.70%,96.52,已到,4.77年,2.77年,7.98,12,1.20%,11.80%,11.40%,68,2.24,-1.57%,-2.30%,-7.47%,-7.68%,87.81,92.41,0.56,AA-,5.89%,163.5,252,71.1,266,7,2022/10/21
110081,闻泰转债!,600745,闻泰科技,电子,电子行业,109.78,0.34%,-0.70%,47,-2.99%,111.8,96.49,125%,48.71,已到,4.76年,2.76年,86,29,0.30%,14.70%,7.10%,586,1.76,0.39%,-0.07%,-2.38%,-2.53%,93.07,96.01,0.12,AA+,3.29%,170.9,321,74.8,297,14,2022/10/21
113627,太平转债!,603877,太平鸟,服装纺织,服装行业,107.748,-0.06%,0.04%,16.77,-0.71%,114.8,49.72,219%,33.73,已到,4.73年,2.73年,8,2.2,0.30%,10.00%,3.40%,80,1.98,1.38%,0.80%,-1.46%,-1.67%,92.84,96.61,0.03,AA,3.79%,181.8,370,85.2,358,10,2022/10/21
123119,康泰转2!,300601,康泰生物,医药,生物制药,128,0.68%,0.02%,32.61,1.37%,116.8,33.66,32.10%,96.88,已到,4.73年,2.73年,20,63,2.50%,5.50%,5.30%,365,4.19,-1.95%,-2.56%,-7.19%,-7.38%,92.84,98.29,0.51,AA,3.79%,159.1,207,60.8,185,15,2022/10/21
127041,弘亚转债!,2833,弘亚数控,机械装备制造,专用设备,111.28,-0.20%,0.49%,14.98,1.63%,118.25,26.84,99.40%,55.81,已到,3.72年,1.72年,6,5.8,0.90%,9.40%,5.30%,64,2.92,1.67%,0.80%,-4.53%,-4.72%,91.61,95.86,0.18,AA-,5.89%,166.7,289,70.9,264,10,2022/10/21
123118,惠城转债!,300779,惠城环保,化工,其他,125.6,-0.83%,1.25%,15.14,0.80%,121.2,17.06,41.50%,88.75,已到,4.71年,2.71年,3.2,13,3.20%,21.10%,18.80%,15,2.3,-0.77%,-1.53%,-6.38%,-6.63%,85.93,88.86,0.54,A+,6.99%,162.5,239,73.6,286,15,2022/10/21
127040,国泰转债,2091,江苏国泰,商业零售,商业零售行业,124.12,1.43%,0.46%,9.02,3.56%,112.3,8.77,20.70%,102.85,已到,4.71年,2.71年,39.9,136,2.70%,27.20%,27.90%,147,1.32,-2.14%,-2.60%,-6.38%,-6.55%,93.73,96.67,0.53,AA+,3.29%,145.4,79,48.7,96,17,2022/10/21
127039,北港转债,582,北部湾港,机场高速港口,港口,117.56,-0.12%,0.00%,7.17,-0.28%,112.8,8.17,34.00%,87.76,已到,4.68年,2.68年,17.6,19,0.90%,13.90%,12.20%,127,1.04,-0.90%,-1.38%,-4.47%,-4.68%,94.79,98.09,0.42,AAA,3.09%,147.4,90,49.3,99,12,2022/10/21
113626,伯特转债!,603596,伯特利,汽车,零部件制造,260.63,1.47%,3.05%,89.67,4.86%,120.8,35.88,4.30%,249.92,已到,4.68年,2.68年,8.35,706,32.00%,2.30%,5.70%,368,10.37,-15.30%,-15.90%,-17.00%,-17.00%,92.99,101.81,0.93,AA,3.79%,271.3,414,169.5,413,6,2022/10/21
123117,健帆转债!,300529,健帆生物,医药,医疗器械,114.768,-0.19%,0.35%,53.28,0.72%,114.8,89.68,93.20%,59.41,已到,4.67年,2.67年,10,3.2,0.30%,2.30%,1.40%,430,13.1,0.01%,-0.56%,-3.67%,-3.89%,93.05,96.83,0.21,AA,3.79%,170.1,316,73.3,285,14,2022/10/21
113051,节能转债!,601016,节能风电,能源电力,风能,140.347,1.30%,0.19%,4.78,2.36%,114.3,4,17.40%,119.5,已到,4.66年,2.66年,30,124,2.90%,12.50%,15.00%,240,2.08,-4.37%,-4.88%,-10.40%,-10.50%,93.86,98.53,0.63,AA+,3.29%,161.2,229,62.7,202,9,2022/10/21
113050,南银转债,601009,南京银行,金融,银行行业,119.613,0.10%,0.12%,10.44,0.38%,111,9.64,10.40%,108.3,已到,4.64年,无权,167,132,0.70%,15.50%,16.80%,1076,0.92,-1.62%,-2.04%,无权,无权,无权,96.58,0.57,AAA,3.09%,130.9,12,34.3,20,10,2022/10/21
113625,江山转债!,603208,江山欧派,其他,家居用品,113.608,0.11%,0.02%,40.1,0.68%,123.6,73.53,108%,54.54,已到,4.63年,2.63年,5.83,7.3,1.10%,10.60%,5.80%,55,2.19,1.87%,1.00%,-3.29%,-3.52%,88.32,95.32,0.2,AA-,5.89%,172.7,332,77.4,327,12,2022/10/21
127038,国微转债!,2049,紫光国微,电子,芯片制造,185,-0.54%,0.28%,154.5,-0.32%,114.3,98.18,17.60%,157.36,已到,4.63年,2.63年,14.9,186,6.80%,1.10%,1.80%,1313,11.6,-10.00%,-10.50%,-12.60%,-12.70%,93.95,98.62,0.79,AA+,3.29%,212.6,403,114,402,6,2022/10/21
113049,长汽转债!,601633,长城汽车,汽车,乘用车,118.343,0.06%,-0.26%,26.28,-0.68%,110.3,38.14,71.80%,68.9,已到,4.63年,2.63年,35,24,0.60%,1.50%,1.00%,2407,3.51,-1.53%,-1.93%,-5.18%,-5.31%,93.77,95.98,0.3,AAA,3.09%,167.8,296,71.8,274,9,2022/10/21
123116,万兴转债!,300624,万兴科技,计算机及应用,软件开发,115.65,-0.15%,0.01%,28.66,-0.49%,121,49.79,101%,57.56,已到,4.63年,2.63年,3.78,2,0.50%,10.20%,5.80%,37,4.37,1.00%,0.22%,-3.79%,-4.04%,86.2,89.15,0.27,A+,6.99%,173.7,341,84.6,356,15,2022/10/21
123115,捷捷转债!,300623,捷捷微电,电子,元器件制造,115.8,-0.74%,0.25%,18.45,-1.60%,118.1,28.87,81.20%,63.91,已到,4.63年,2.63年,11.9,3.8,0.30%,8.80%,5.60%,136,4.37,0.43%,-0.25%,-3.99%,-4.22%,88.29,91.12,0.3,AA-,5.89%,167.7,294,76.6,318,12,2022/10/21
127037,银轮转债!!,2126,银轮股份,汽车,零部件制造,149.2,-1.55%,0.95%,12,-0.99%,114.8,10.69,32.90%,112.25,已到,4.62年,2.62年,7,94,8.90%,7.40%,8.30%,95,2.2,-5.61%,-6.13%,-12.30%,-12.50%,93.2,96.98,0.61,AA,3.79%,186.1,382,89.2,373,6,2022/10/21
127036,三花转债!!,2050,三花智控,机械装备制造,通用设备,130.264,1.14%,0.68%,21.32,3.50%,114.3,21.3,30.10%,100.09,已到,4.61年,2.61年,30,139,3.60%,3.90%,3.90%,766,6.79,-2.84%,-3.37%,-8.22%,-8.39%,94.02,98.7,0.52,AA+,3.29%,160.4,220,61.7,192,9,2022/10/21
127035,濮耐转债,2225,濮耐股份,钢铁,钢铁行业,124.3,0.43%,-0.78%,4.26,-0.70%,114.1,4.38,27.80%,97.26,已到,3.59年,1.59年,6.26,13,1.60%,14.50%,14.10%,43,1.38,-2.40%,-3.08%,-10.30%,-10.50%,96.34,100.12,0.5,AA,3.79%,151.3,123,51.2,107,12,2022/10/21
123114,三角转债!,300775,三角防务,航空航天,航空航天行业,154.5,-0.32%,-0.23%,37.7,-0.84%,120.6,31.66,29.70%,119.08,已到,4.59年,2.59年,9.01,56,4.00%,4.80%,5.70%,188,7.3,-5.35%,-6.06%,-13.50%,-13.60%,88.55,93.27,0.66,AA-,5.89%,189.9,386,96.7,385,7,2022/10/21
111000,起帆转债,605222,起帆电缆,能源电力,电力设备,145.534,1.92%,5.25%,27.17,10.00%,120.1,19.86,6.40%,136.81,已到,4.58年,2.58年,9.99,1177,78.80%,8.80%,12.00%,114,3.01,-4.18%,-4.88%,-11.60%,-11.80%,88.49,92.88,0.72,AA-,5.89%,154.3,151,61.4,189,12,2022/10/21
127034,绿茵转债!,2887,绿茵生态,城市公用设施,生态环境建设,106.027,-0.28%,0.24%,8.32,-0.12%,118.6,12.38,57.80%,67.21,已到,4.52年,2.52年,7.12,4.2,0.60%,27.40%,18.40%,26,1.19,2.57%,1.82%,-0.89%,-1.15%,88.9,92.09,0.36,AA-,5.89%,144.8,73,52.8,114,51,2022/10/21
113624,正川转债!,603976,正川股份,医药,医药行业,110.04,0.36%,-0.44%,22.53,-0.49%,121.1,46.38,127%,48.58,已到,4.51年,2.51年,4.05,9.7,2.20%,11.90%,5.80%,34,3,2.20%,1.37%,-2.07%,-2.35%,87.04,89.94,0.16,A+,6.99%,171.5,326,81.6,342,30,2022/10/21
113048,晶科转债!,601778,晶科科技,能源电力,太阳能,118.6,0.30%,-0.12%,4.69,0.43%,116.8,5.45,37.80%,86.06,已到,4.50年,2.50年,23,35,1.30%,16.90%,14.60%,136,1.14,-0.35%,-1.00%,-5.08%,-5.31%,93.63,99.12,0.42,AA,3.79%,151.1,122,52,111,14,2022/10/21
